x-axis,1,2
second,Volt,Volt
-10.00400E-03,+112.50001E-03,+23.74999E-03
-9.98400E-03,+112.50001E-03,+23.74999E-03
-9.96400E-03,+162.50001E-03,+33.74999E-03
-9.94400E-03,+125.00001E-03,+41.24999E-03
-9.92400E-03,+162.50001E-03,+32.49999E-03
-9.90400E-03,+175.00001E-03,+29.99999E-03
-9.88400E-03,+175.00001E-03,+39.99999E-03
-9.86400E-03,+175.00001E-03,+27.49999E-03
-9.84400E-03,+175.00001E-03,+33.74999E-03
-9.82400E-03,+125.00001E-03,+11.24999E-03
-9.80400E-03,+162.50001E-03,+24.99999E-03
-9.78400E-03,+125.00001E-03,+19.99999E-03
-9.76400E-03,+112.50001E-03,+12.49999E-03
-9.74400E-03,+112.50001E-03,+11.24999E-03
-9.72400E-03,+162.50001E-03,+31.24999E-03
-9.70400E-03,+175.00001E-03,+31.24999E-03
-9.68400E-03,+175.00001E-03,+24.99999E-03
-9.66400E-03,+125.00001E-03,+28.74999E-03
-9.64400E-03,+162.50001E-03,+14.99999E-03
-9.62400E-03,+175.00001E-03,+21.24999E-03
-9.60400E-03,+125.00001E-03,+33.74999E-03
-9.58400E-03,+112.50001E-03,+21.24999E-03
-9.56400E-03,+112.50001E-03,+22.49999E-03
-9.54400E-03,+112.50001E-03,+38.74999E-03
-9.52400E-03,+112.50001E-03,+27.49999E-03
-9.50400E-03,+162.50001E-03,+23.74999E-03
-9.48400E-03,+125.00001E-03,+23.74999E-03
-9.46400E-03,+162.50001E-03,+33.74999E-03
-9.44400E-03,+175.00001E-03,+36.24999E-03
-9.42400E-03,+125.00001E-03,+26.24999E-03
-9.40400E-03,+162.50001E-03,+18.74999E-03
-9.38400E-03,+175.00001E-03,+27.49999E-03
-9.36400E-03,+125.00001E-03,+39.99999E-03
-9.34400E-03,+162.50001E-03,+37.49999E-03
-9.32400E-03,+125.00001E-03,+36.24999E-03
-9.30400E-03,+62.50001E-03,+41.24999E-03
-9.28400E-03,+150.00001E-03,+32.49999E-03
-9.26400E-03,+125.00001E-03,+34.99999E-03
-9.24400E-03,+162.50001E-03,+26.24999E-03
-9.22400E-03,+175.00001E-03,+38.74999E-03
-9.20400E-03,+125.00001E-03,+22.49999E-03
-9.18400E-03,+162.50001E-03,+27.49999E-03
-9.16400E-03,+125.00001E-03,+19.99999E-03
-9.14400E-03,+112.50001E-03,+22.49999E-03
-9.12400E-03,+112.50001E-03,+33.74999E-03
-9.10400E-03,+112.50001E-03,+26.24999E-03
-9.08400E-03,+2.51250001E+00,+23.74999E-03
